State,State_code,District,District_code,Market_code,Market 
Gujarat,GJ,Vadodara(Baroda),4,3428,Vadodara(Navapura)
Gujarat,GJ,Vadodara(Baroda),4,2952,Vadodara(Sayajipura)
Gujarat,GJ,Vadodara(Baroda),4,2660,Vagodiya
Gujarat,GJ,Valsad,23,2984,Chikli(Khorgam)
Gujarat,GJ,Valsad,23,1421,Dharampur(veg)
Gujarat,GJ,Valsad,23,8398,Kaparada
Gujarat,GJ,Valsad,23,2667,Pardi
Gujarat,GJ,Valsad,23,3424,Pardi(Motavagachiya)
Gujarat,GJ,Valsad,23,3425,Pardi(Rohinee)
Gujarat,GJ,Valsad,23,3422,Pardi(Ugvada)
Gujarat,GJ,Valsad,23,3423,Pardi(Vapi)
Gujarat,GJ,Valsad,23,8399,Sanjan
Gujarat,GJ,Valsad,23,8400,Umargam
Gujarat,GJ,Valsad,23,457,Valsad
Gujarat,GJ,Valsad,23,2985,Valsad(Dungari)
Gujarat,GJ,Valsad,23,8401,vapi
Haryana,HR,Ambala,1,1152,Ambala Cantt.
Haryana,HR,Ambala,1,79,Ambala City
Haryana,HR,Ambala,1,2819,Ambala City(Subji Mandi)
Haryana,HR,Ambala,1,1980,Barara
Haryana,HR,Ambala,1,1981,Mullana
Haryana,HR,Ambala,1,2820,Mullana(saha)
Haryana,HR,Ambala,1,1982,Naneola
Haryana,HR,Ambala,1,1983,Naraingarh
Haryana,HR,Ambala,1,3647,"New Grain Market , Ambala"
Haryana,HR,Ambala,1,1984,Shahzadpur
Haryana,HR,Bhiwani,10,1991,Behal
Haryana,HR,Bhiwani,10,476,Bhiwani
Haryana,HR,Bhiwani,10,2821,Bhiwani(Bawani Khera)
Haryana,HR,Bhiwani,10,1153,Ch. Dadri
Haryana,HR,Bhiwani,10,1992,Jui
Haryana,HR,Bhiwani,10,1993,Loharu
Haryana,HR,Bhiwani,10,2822,Loharu(Dighwa)
Haryana,HR,Bhiwani,10,3648,"New Grain Market , Bhiwani"
Haryana,HR,Bhiwani,10,1995,Siwani
Haryana,HR,Bhiwani,10,1994,Tosham
Haryana,HR,Faridabad,2,1154,Ballabhgarh
Haryana,HR,Faridabad,2,483,Faridabad
Haryana,HR,Faridabad,2,7777,Faridabad
Haryana,HR,Faridabad,2,4274,Faridabad(Fish Market)
Haryana,HR,Faridabad,2,3649,"New Grain Market , Faridabad"
Haryana,HR,Fatehabad,3,2007,Bhattu Kalan
Haryana,HR,Fatehabad,3,2008,Bhuna
Haryana,HR,Fatehabad,3,2011,Dharsul
Haryana,HR,Fatehabad,3,81,Fatehabad
Haryana,HR,Fatehabad,3,2009,Jakhal
Haryana,HR,Fatehabad,3,2010,Ratia
Haryana,HR,Fatehabad,3,842,Tohana
Haryana,HR,Fatehabad,3,2825,Tohana(New Veg Market)
Haryana,HR,Gurgaon,11,8037,Badshahpur
Haryana,HR,Gurgaon,11,1998,Farukh Nagar
Haryana,HR,Gurgaon,11,482,Gurgaon
Haryana,HR,Gurgaon,11,8036,NVM Gurgaon
Haryana,HR,Gurgaon,11,2001,Pataudi
Haryana,HR,Gurgaon,11,1999,Rerozepur Zhirka
Haryana,HR,Gurgaon,11,1155,Sohna
Haryana,HR,Hissar,4,83,Adampur
Haryana,HR,Hissar,4,2830,Adampur(Agroha)
Haryana,HR,Hissar,4,2004,Barwala(Hisar)
Haryana,HR,Hissar,4,1156,Hansi
Haryana,HR,Hissar,4,2828,Hansi(Sisai)
Haryana,HR,Hissar,4,84,Hissar
Haryana,HR,Hissar,4,2829,Narnaud(Bass)
Haryana,HR,Hissar,4,2006,Narnaund
Haryana,HR,Hissar,4,3668,"New Grain Market-2 , Hisar"
Haryana,HR,Hissar,4,82,Rattia
Haryana,HR,Hissar,4,2005,Uklana
Haryana,HR,Jhajar,19,2041,Bahadurgarh
Haryana,HR,Jhajar,19,4360,Beri
Haryana,HR,Jhajar,19,479,Jhajjar
Haryana,HR,Jind,5,484,Jind
Haryana,HR,Jind,5,2012,Jullana
Haryana,HR,Jind,5,85,Narwana
Haryana,HR,Jind,5,3670,"New Grain Market , Jind"
Haryana,HR,Jind,5,2013,Pillukhera
Haryana,HR,Jind,5,86,Safidon
Haryana,HR,Jind,5,2014,Uchana
Haryana,HR,Kaithal,6,8058,Balu
Haryana,HR,Kaithal,6,91,Cheeka
Haryana,HR,Kaithal,6,2015,Dhand
Haryana,HR,Kaithal,6,87,Kaithal
Haryana,HR,Kaithal,6,2017,Kalayat
Haryana,HR,Kaithal,6,2019,Pai
Haryana,HR,Kaithal,6,2831,Pai(Rajaund)
Haryana,HR,Kaithal,6,2016,Pundri
Haryana,HR,Kaithal,6,2018,Siwan
Haryana,HR,Karnal,7,90,Asandh
Haryana,HR,Karnal,7,8049,Ballah
Haryana,HR,Karnal,7,2020,Gharaunda
Haryana,HR,Karnal,7,2021,Indri
Haryana,HR,Karnal,7,2022,Jundla
Haryana,HR,Karnal,7,2023,Kunjpura
Haryana,HR,Karnal,7,3671,"New Grain Market(main), Karnal"
Haryana,HR,Karnal,7,2024,Nigdu
Haryana,HR,Karnal,7,2025,Nilokheri
Haryana,HR,Karnal,7,2026,Nissing
Haryana,HR,Karnal,7,89,Tarori
Haryana,HR,Kurukshetra,8,2032,Babain
Haryana,HR,Kurukshetra,8,95,Iamailabad
Haryana,HR,Kurukshetra,8,92,Ladwa
Haryana,HR,Kurukshetra,8,93,Pehowa
Haryana,HR,Kurukshetra,8,2833,Pehowa(Gumthala Gahru)
Haryana,HR,Kurukshetra,8,2031,Pipli
Haryana,HR,Kurukshetra,8,96,Shahabad
Haryana,HR,Kurukshetra,8,94,Thanesar
Haryana,HR,Mahendragarh-Narnaul,12,2033,Ateli
Haryana,HR,Mahendragarh-Narnaul,12,2034,Khanina
Haryana,HR,Mahendragarh-Narnaul,12,1157,Mohindergarh
Haryana,HR,Mahendragarh-Narnaul,12,481,Narnaul
Haryana,HR,Mewat,20,2826,FerozpurZirkha(Nagina)
Haryana,HR,Mewat,20,1997,Hathin
Haryana,HR,Mewat,20,2000,Nuh
Haryana,HR,Mewat,20,2002,Punhana
Haryana,HR,Mewat,20,2003,Taura
Haryana,HR,Palwal,21,1996,Hassanpur
Haryana,HR,Palwal,21,80,Hodal
Haryana,HR,Palwal,21,485,Palwal
Haryana,HR,Panchkula,13,1979,Barwala
Haryana,HR,Panchkula,13,3675,"New Grain Market , Panchkula"
Haryana,HR,Panchkula,13,2835,Panchkul(Kalka)
Haryana,HR,Panchkula,13,474,Panchkula
Haryana,HR,Panchkula,13,1978,Raipur Rai
Haryana,HR,Panipat,14,2030,Bapauli
Haryana,HR,Panipat,14,2027,Israna
Haryana,HR,Panipat,14,2028,Madlauda
Haryana,HR,Panipat,14,475,Panipat
Haryana,HR,Panipat,14,2834,Panipat(Baharpur)
Haryana,HR,Panipat,14,4273,Panipat(Fish Market)
Haryana,HR,Panipat,14,2029,Samalkha
Haryana,HR,Rewari,15,2035,Kosli
Haryana,HR,Rewari,15,480,Rewari
Haryana,HR,Rohtak,16,2036,Meham
Haryana,HR,Rohtak,16,3601,"New Grain Market , Rohtak"
Haryana,HR,Rohtak,16,478,Rohtak
Haryana,HR,Rohtak,16,2837,Rohtak(Kalanaur)
Haryana,HR,Rohtak,16,2037,Sampla
Haryana,HR,Sirsa,9,100,Dabwali
Haryana,HR,Sirsa,9,2841,Dabwali(Chautala)
Haryana,HR,Sirsa,9,2038,Ding
Haryana,HR,Sirsa,9,98,Ellanabad
Haryana,HR,Sirsa,9,99,kalanwali
Haryana,HR,Sirsa,9,2840,Kalawali(Odhan)
Haryana,HR,Sirsa,9,3602,"New Grain Market , Sirsa"
Haryana,HR,Sirsa,9,2039,Rania
Haryana,HR,Sirsa,9,2839,Rania(Jiwan nagar)
Haryana,HR,Sirsa,9,97,Sirsa
Haryana,HR,Sirsa,9,2838,Sirsa(Malekan)
Haryana,HR,Sonipat,17,2040,Ganaur
Haryana,HR,Sonipat,17,1120,Gohana
Haryana,HR,Sonipat,17,3603,"New Grain Market , Sonipat"
Haryana,HR,Sonipat,17,477,Sonepat
Haryana,HR,Sonipat,17,2842,Sonepat(Kharkhoda)
Haryana,HR,Yamuna Nagar,18,1990,Bilaspur
Haryana,HR,Yamuna Nagar,18,2843,Chhachhrauli(Khizrabad)
Haryana,HR,Yamuna Nagar,18,1986,Chhachrauli
Haryana,HR,Yamuna Nagar,18,1985,Jagadhri
Haryana,HR,Yamuna Nagar,18,1987,Mustafabad
Haryana,HR,Yamuna Nagar,18,1989,Radaur
Haryana,HR,Yamuna Nagar,18,1988,Sadhaura
Haryana,HR,Yamuna Nagar,18,473,Yamuna Nagar
Haryana,HR,Yamuna Nagar,18,4272,Yamunanagar(Fish Market)
Himachal Pradesh,HP,Bilaspur,5,488,Bilaspur
Himachal Pradesh,HP,Bilaspur,5,8001,Ghumarwin
Himachal Pradesh,HP,Bilaspur,5,2906,Namhol(Bilaspur)
Himachal Pradesh,HP,Chamba,6,487,Chamba
Himachal Pradesh,HP,Hamirpur,7,490,Hamirpur
Himachal Pradesh,HP,Hamirpur,7,8066,Hamirpur(Jahu)
Himachal Pradesh,HP,Hamirpur,7,2907,Hamirpur(Nadaun)
Himachal Pradesh,HP,Kangra,1,4471,Dharamshala
Himachal Pradesh,HP,Kangra,1,4325,Jwaklaji
Himachal Pradesh,HP,Kangra,1,3980,Jwalaji
Himachal Pradesh,HP,Kangra,1,75,Kangra
Himachal Pradesh,HP,Kangra,1,2912,Kangra(Baijnath)
Himachal Pradesh,HP,Kangra,1,2915,Kangra(Jaisinghpur)
Himachal Pradesh,HP,Kangra,1,2914,Kangra(Jassour)
Himachal Pradesh,HP,Kangra,1,2913,Kangra(Nagrota Bagwan)
Himachal Pradesh,HP,Kangra,1,492,Palampur
Himachal Pradesh,HP,Kullu,2,3840,Bandrol
Himachal Pradesh,HP,Kullu,2,495,Bhuntar
Himachal Pradesh,HP,Kullu,2,3981,Khegsu
Himachal Pradesh,HP,Kullu,2,76,Kullu
Himachal Pradesh,HP,Kullu,2,2909,Kullu(Chauri Bihal)
Himachal Pradesh,HP,Kullu,2,2908,Kullu(Patli Kuhal)
Himachal Pradesh,HP,Mandi,12,3839,Chail Chowk
Himachal Pradesh,HP,Mandi,12,489,Dhanotu (Mandi)
Himachal Pradesh,HP,Mandi,12,8051,Mandi(kangni)
Himachal Pradesh,HP,Mandi,12,2911,Mandi(Mandi)
Himachal Pradesh,HP,Mandi,12,2910,Mandi(Takoli)
Himachal Pradesh,HP,Shimla,13,3841,Rohroo
Himachal Pradesh,HP,Shimla,13,491,Shimla
Himachal Pradesh,HP,Shimla,13,2898,Shimla and Kinnaur(Koti)
Himachal Pradesh,HP,Shimla,13,2925,Shimla and Kinnaur(Nerwa)
Himachal Pradesh,HP,Shimla,13,2896,Shimla and Kinnaur(Rampur)
Himachal Pradesh,HP,Shimla,13,2897,Shimla and Kinnaur(Theog)
Himachal Pradesh,HP,Sirmore,3,493,Nahan
Himachal Pradesh,HP,Sirmore,3,77,Paonta Sahib
Himachal Pradesh,HP,Sirmore,3,2904,Sirmour(Bagthan)
Himachal Pradesh,HP,Sirmore,3,2905,Sirmour(sarahan)
Himachal Pradesh,HP,Solan,4,494,Dharampur
Himachal Pradesh,HP,Solan,4,78,Solan
Himachal Pradesh,HP,Solan,4,2901,Solan(Banalgi)
Himachal Pradesh,HP,Solan,4,2903,Solan(ChakkikaMor)
Himachal Pradesh,HP,Solan,4,2900,Solan(Nalagarh)
Himachal Pradesh,HP,Solan,4,2902,Solan(Parwanoo)
Himachal Pradesh,HP,Solan,4,2899,Solan(Rajgarh)
Himachal Pradesh,HP,Una,15,3753,Santoshgarah
Himachal Pradesh,HP,Una,15,3838,Santoshgarh
Himachal Pradesh,HP,Una,15,486,Una
Jammu and Kashmir,JK,Anantnag,1,4354,Ashahipora (Anantnagh)
Jammu and Kashmir,JK,Anantnag,1,8034,Batingoo
Jammu and Kashmir,JK,Anantnag,1,2522,Dachinpora
Jammu and Kashmir,JK,Anantnag,1,2517,Kulgam
Jammu and Kashmir,JK,Anantnag,1,2518,Qazigund
Jammu and Kashmir,JK,Anantnag,1,101,Vessue
Jammu and Kashmir,JK,Badgam,7,2631,Budgam
Jammu and Kashmir,JK,Badgam,7,2632,Chadoora
Jammu and Kashmir,JK,Badgam,7,498,Zaloosa-Chararishrief (F&V)
Jammu and Kashmir,JK,Baramulla,2,2525,Bandipora
Jammu and Kashmir,JK,Baramulla,2,497,Kanispora Baramulla (F&V)
Jammu and Kashmir,JK,Baramulla,2,102,Nowpora
Jammu and Kashmir,JK,Baramulla,2,2526,Pattan
Jammu and Kashmir,JK,Baramulla,2,2524,Rafi-Abad
Jammu and Kashmir,JK,Baramulla,2,2528,Sambal
Jammu and Kashmir,JK,Baramulla,2,2527,Tangmarg
Jammu and Kashmir,JK,Jammu,3,103,Akhnoor
Jammu and Kashmir,JK,Jammu,3,8274,Badhore
Jammu and Kashmir,JK,Jammu,3,2519,Batote
Jammu and Kashmir,JK,Jammu,3,8035,Bishnah
Jammu and Kashmir,JK,Jammu,3,8271,Chanuchak
Jammu and Kashmir,JK,Jammu,3,8270,Ghajansoo
Jammu and Kashmir,JK,Jammu,3,1159,Jammu (Grain Mandi)
Jammu and Kashmir,JK,Jammu,3,8275,Jourian
Jammu and Kashmir,JK,Jammu,3,8277,Kalyanpur
Jammu and Kashmir,JK,Jammu,3,8276,Khor
Jammu and Kashmir,JK,Jammu,3,8273,Marh
Jammu and Kashmir,JK,Jammu,3,496,Narwal Jammu (F&V)
Jammu and Kashmir,JK,Jammu,3,8272,Pragwal
Jammu and Kashmir,JK,Jammu,3,8269,Prahaladpur
Jammu and Kashmir,JK,Jammu,3,2520,Samba
Jammu and Kashmir,JK,Jammu,3,8268,Sohanjana
Jammu and Kashmir,JK,Kargil,9,501,Khurbtang-Kargil
Jammu and Kashmir,JK,Kargil,9,4352,Leh
Jammu and Kashmir,JK,Kathua,10,8283,Airwan
Jammu and Kashmir,JK,Kathua,10,8278,Bajwal
Jammu and Kashmir,JK,Kathua,10,8281,Chann Arorian
Jammu and Kashmir,JK,Kathua,10,2521,Kathua
Jammu and Kashmir,JK,Kathua,10,8284,Lakhri
Jammu and Kashmir,JK,Kathua,10,8282,Mandli
Jammu and Kashmir,JK,Kathua,10,8279,Nagri parole
Jammu and Kashmir,JK,Kathua,10,8285,Palli morh
Jammu and Kashmir,JK,Kathua,10,8280,Sanjhi morh
Jammu and Kashmir,JK,Kupwara,11,499,Bumhama-Kupwara (F&V)
Jammu and Kashmir,JK,Kupwara,11,1158,HandwaraFV
Jammu and Kashmir,JK,Kupwara,11,2529,Langate
Jammu and Kashmir,JK,Pulwama,4,500,Pulwama (F&V)
Jammu and Kashmir,JK,Pulwama,4,104,Shopian
Jammu and Kashmir,JK,Pulwama,4,2523,Tral
Jammu and Kashmir,JK,Rajouri,15,502,Rajouri (F&V)
Jammu and Kashmir,JK,Srinagar,5,4353,Bagh(Srinagar)
Jammu and Kashmir,JK,Srinagar,5,2630,Ganderbal
Jammu and Kashmir,JK,Srinagar,5,105,Parimpore
Jammu and Kashmir,JK,Udhampur,6,2633,Reasi
Jammu and Kashmir,JK,Udhampur,6,106,Udhampur
Jharkhand,JR,Bokaro,24,2053,Bermo
Jharkhand,JR,Bokaro,24,505,Bokaro (Chas)
Jharkhand,JR,Chatra,53,8220,Chatra
Jharkhand,JR,Deogarh,5,28,Deoghar
Jharkhand,JR,Deogarh,5,2060,Madhupur
Jharkhand,JR,Dhanbad,6,29,Dhanbad
Jharkhand,JR,Dumka,7,30,Dumka
Jharkhand,JR,East Singhbhum,8,2056,Chakulia
Jharkhand,JR,East Singhbhum,8,31,Jamshedpur
Jharkhand,JR,Garhwa,27,504,Gadhwah
Jharkhand,JR,Giridih,29,503,Giridih
Jharkhand,JR,Godda,28,2059,Godda
Jharkhand,JR,Gumla,31,506,Gumla
Jharkhand,JR,Hazaribagh,10,33,Hazaribagh
Jharkhand,JR,Hazaribagh,10,2052,Ramgarh
Jharkhand,JR,Jamtara,18,2161,Jamtara
Jharkhand,JR,Koderma,36,507,Koderma
Jharkhand,JR,Latehar,17,2160,Latehar
Jharkhand,JR,Lohardaga,37,2054,Lohardaga
Jharkhand,JR,Pakur,42,2058,Pakur
Jharkhand,JR,Palamu,43,843,Daltenganj
Jharkhand,JR,Ranchi,16,2061,Khunti
Jharkhand,JR,Ranchi,16,2345,Pandara
Jharkhand,JR,Ranchi,16,40,Ranchi
Jharkhand,JR,Sahebgang,45,2057,Sahebganj
Jharkhand,JR,Saraikela(Kharsanwa),19,2162,Saraikela
Jharkhand,JR,Simdega,1,8221,Barhmba
Jharkhand,JR,Simdega,1,2055,Simdega
Jharkhand,JR,West Singbhum,52,844,Chaibasa
Karnataka,KK,Bagalkot,25,714,Badami
Karnataka,KK,Bagalkot,25,4127,Badami(Keruru)
Karnataka,KK,Bagalkot,25,713,Bagalakot
Karnataka,KK,Bagalkot,25,4126,Bagalkot(Bigali)
Karnataka,KK,Bagalkot,25,3973,Bilagi
Karnataka,KK,Bagalkot,25,4128,Hunagunda(Hilakal)
Karnataka,KK,Bagalkot,25,715,Hungund
Karnataka,KK,Bagalkot,25,716,Jamakhandi
Karnataka,KK,Bagalkot,25,4129,Mahalingapura(Mudagol)
Karnataka,KK,Bagalkot,25,717,Mhalingapur
Karnataka,KK,Bangalore,1,107,Bangalore
Karnataka,KK,Bangalore,1,108,"Binny Mill (F&V), Bangalore"
Karnataka,KK,Bangalore,1,718,Channapatana
Karnataka,KK,Bangalore,1,513,Doddaballa Pur
Karnataka,KK,Bangalore,1,4112,Fruits & Vegetable(Kalsipalya)
Karnataka,KK,Bangalore,1,4111,Fruits & Vegetable(Singena Agrahara)
Karnataka,KK,Bangalore,1,3982,Hoskote
Karnataka,KK,Bangalore,1,719,Kanakapura
Karnataka,KK,Bangalore,1,773,Ramanagara
Karnataka,KK,Belgaum,2,528,Athani
Karnataka,KK,Belgaum,2,720,Bailahongal
Karnataka,KK,Belgaum,2,109,Belgaum
Karnataka,KK,Belgaum,2,4116,Belgaum(Herebhagevadi)
Karnataka,KK,Belgaum,2,721,Gokak
Karnataka,KK,Belgaum,2,722,Kudchi
Karnataka,KK,Belgaum,2,723,Nandagada
Karnataka,KK,Belgaum,2,724,Nippani
Karnataka,KK,Belgaum,2,725,Ramdurga
Karnataka,KK,Belgaum,2,4117,Ramdurga(Katikola)
Karnataka,KK,Belgaum,2,727,Sankeshwar
Karnataka,KK,Belgaum,2,4120,Sankeshwara((Hukkeri)
Karnataka,KK,Belgaum,2,726,Soundati
Karnataka,KK,Belgaum,2,4118,Soundatti(Heragatti)
Karnataka,KK,Belgaum,2,4119,Soundatti(Munavalli)
Karnataka,KK,Bellary,3,111,Bellary
Karnataka,KK,Bellary,3,537,H.B. Halli
Karnataka,KK,Bellary,3,730,Hoovinahadagali
Karnataka,KK,Bellary,3,729,Hospet
Karnataka,KK,Bellary,3,4147,Hospet(Kampli)
Karnataka,KK,Bellary,3,4148,Hospet(Mariyammana halli)
Karnataka,KK,Bellary,3,728,Kottur
Karnataka,KK,Bellary,3,8298,Sandur
Karnataka,KK,Bellary,3,110,Sirguppa
Karnataka,KK,Bidar,4,733,Aurad
Karnataka,KK,Bidar,4,536,Basava Kalayana
Karnataka,KK,Bidar,4,732,Bhalki
Karnataka,KK,Bidar,4,112,Bidar
Karnataka,KK,Bidar,4,731,Humanabad
Karnataka,KK,Bijapur,5,113,Bijapur
Karnataka,KK,Bijapur,5,4121,Bijapur(Basavanabhage Vadi)
Karnataka,KK,Bijapur,5,734,Sindagi
Karnataka,KK,Bijapur,5,4122,Sindagi(chadachan)
Karnataka,KK,Bijapur,5,4124,Sindagi(Devarayipparagi)
Karnataka,KK,Bijapur,5,4123,Sindagi(Hendi)
Karnataka,KK,Bijapur,5,533,Talikot
Karnataka,KK,Bijapur,5,4125,Talikot(Muddebehala)
Karnataka,KK,Chamrajnagar,28,735,Chamaraj Nagar
Karnataka,KK,Chamrajnagar,28,521,Gundlupet
Karnataka,KK,Chamrajnagar,28,522,Kollegal
Karnataka,KK,Chikmagalur,15,3978,Bagepalli
Karnataka,KK,Chikmagalur,15,737,Chikkamagalore
Karnataka,KK,Chikmagalur,15,736,Kadur
Karnataka,KK,Chikmagalur,15,739,Koppa
Karnataka,KK,Chikmagalur,15,738,Moodigere
Karnataka,KK,Chikmagalur,15,740,Sringeri
Karnataka,KK,Chikmagalur,15,527,Tarikere
Karnataka,KK,Chitradurga,16,742,Challakere
Karnataka,KK,Chitradurga,16,741,Chitradurga
Karnataka,KK,Chitradurga,16,4113,Chitradurga(Bheemasamudra)
Karnataka,KK,Chitradurga,16,743,Hiriyur
Karnataka,KK,Chitradurga,16,3983,Holalkere
Karnataka,KK,Chitradurga,16,517,Hosadurga
Karnataka,KK,Chitradurga,16,8295,Rampura
Karnataka,KK,Davangere,6,749,Channagiri
Karnataka,KK,Davangere,6,114,Davangere
Karnataka,KK,Davangere,6,508,Harappana Halli
Karnataka,KK,Davangere,6,369,Harihara
Karnataka,KK,Davangere,6,509,Honnali
Karnataka,KK,Davangere,6,750,Jagalur
Karnataka,KK,Dharwad,7,529,Annigeri
Karnataka,KK,Dharwad,7,4130,Dharwad(Alanawar)
Karnataka,KK,Dharwad,7,115,Dharwar
Karnataka,KK,Dharwad,7,116,Hubli (Amaragol)
Karnataka,KK,Dharwad,7,531,Kalagategi
Karnataka,KK,Dharwad,7,751,Kundagol
Karnataka,KK,Gadag,27,753,Gadag
Karnataka,KK,Gadag,27,4131,Gadag(Hulakoti)
Karnataka,KK,Gadag,27,4132,Gadag(Mulagund)
Karnataka,KK,Gadag,27,4134,Holehaluru(Rona)
Karnataka,KK,Gadag,27,752,Laxmeshwar
Karnataka,KK,Gadag,27,4135,Laxmeswar(Siratti)
Karnataka,KK,Gadag,27,755,Mundaragi
Karnataka,KK,Gadag,27,4133,Nargund(Sirol)
Karnataka,KK,Gadag,27,754,Nargunda
Karnataka,KK,Gadag,27,530,Rona
Karnataka,KK,Gulbarga,17,4399,Alanda
Karnataka,KK,Gulbarga,17,761,Chincholi
Karnataka,KK,Gulbarga,17,535,Chittapur
Karnataka,KK,Gulbarga,17,4145,Chittapura(Shahbad)
Karnataka,KK,Gulbarga,17,756,Gulbarga
Karnataka,KK,Gulbarga,17,4143,Gulburga(Afzalpur)
Karnataka,KK,Gulbarga,17,4144,Gulburga(Jhevargi)
Karnataka,KK,Gulbarga,17,759,Sedam
Karnataka,KK,Gulbarga,17,757,Shahapur
Karnataka,KK,Gulbarga,17,758,Shorapur
Karnataka,KK,Gulbarga,17,4146,Yadagiri(Gurumittkal)
Karnataka,KK,Gulbarga,17,760,Yadgir
Karnataka,KK,Hassan,18,4400,Arakalgud
Karnataka,KK,Hassan,18,762,Arasikere
Karnataka,KK,Hassan,18,765,Belur
Karnataka,KK,Hassan,18,525,Channarayapatna
Karnataka,KK,Hassan,18,763,Hassan
Karnataka,KK,Hassan,18,764,Holenarsipura
Karnataka,KK,Hassan,18,526,Sakaleshpura
Karnataka,KK,Haveri,8,370,Byadagi
Karnataka,KK,Haveri,8,534,Hanagal
Karnataka,KK,Haveri,8,4139,Hanagal(Hakkihaluru)
Karnataka,KK,Haveri,8,117,Haveri
Karnataka,KK,Haveri,8,4136,Haveri(Guthal)
Karnataka,KK,Haveri,8,766,Hirekerur
Karnataka,KK,Haveri,8,4137,Hirekeruru(Rattihalli)
Karnataka,KK,Haveri,8,118,Ranebennur
Karnataka,KK,Haveri,8,4138,Ranebennur(Halageri)
Karnataka,KK,Haveri,8,532,Savanur
Karnataka,KK,Haveri,8,1769,Shiggauv
Karnataka,KK,Karwar(Uttar Kannad),19,797,Haliyala
Karnataka,KK,Karwar(Uttar Kannad),19,4140,Haliyala(Dandeli)
Karnataka,KK,Karwar(Uttar Kannad),19,793,Honnavar
Karnataka,KK,Karwar(Uttar Kannad),19,4141,Honnavara(Bhatkal)
Karnataka,KK,Karwar(Uttar Kannad),19,791,Karwar
Karnataka,KK,Karwar(Uttar Kannad),19,792,Kumta
Karnataka,KK,Karwar(Uttar Kannad),19,798,Mundgod
Karnataka,KK,Karwar(Uttar Kannad),19,794,Siddapur
Karnataka,KK,Karwar(Uttar Kannad),19,796,Sirsi
Karnataka,KK,Karwar(Uttar Kannad),19,4142,Yallapura(Kiruvathi)
Karnataka,KK,Karwar(Uttar Kannad),19,795,Yellapur
Karnataka,KK,Kolar,10,772,Bangarpet
Karnataka,KK,Kolar,10,3870,Bhagepalli
Karnataka,KK,Kolar,10,770,Chickkaballapura
Karnataka,KK,Kolar,10,771,Chintamani
Karnataka,KK,Kolar,10,516,Gowribidanoor
Karnataka,KK,Kolar,10,120,Kolar
Karnataka,KK,Kolar,10,514,Malur
Karnataka,KK,Kolar,10,1767,Mulabagilu
Karnataka,KK,Kolar,10,515,Srinivasapur
Karnataka,KK,Koppal,11,119,Gangavathi
Karnataka,KK,Koppal,11,4151,Gangavathi(Karatagi)
Karnataka,KK,Koppal,11,3974,Karatgi
Karnataka,KK,Koppal,11,121,Koppal
Karnataka,KK,Koppal,11,775,Kustagi
Karnataka,KK,Koppal,11,4152,Kustagi(Hanumasagar)
Karnataka,KK,Koppal,11,774,Yalburga
Karnataka,KK,Madikeri(Kodagu),20,769,Gonikappal
Karnataka,KK,Madikeri(Kodagu),20,767,Madikeri
Karnataka,KK,Madikeri(Kodagu),20,4157,Somawarpet(Suntikoppa)
Karnataka,KK,Madikeri(Kodagu),20,768,Somvarpet
Karnataka,KK,Mandya,21,523,K.R. Pet
Karnataka,KK,Mandya,21,777,Maddur
Karnataka,KK,Mandya,21,8297,Malavalli
Karnataka,KK,Mandya,21,776,Mandya
Karnataka,KK,Mandya,21,524,Nagamangala
Karnataka,KK,Mandya,21,1768,Pandavapura
Karnataka,KK,Mandya,21,2370,Srirangapattana
Karnataka,KK,Mangalore(Dakshin Kannad),22,4156,Bantvala(Vittla)
Karnataka,KK,Mangalore(Dakshin Kannad),22,748,Bantwala
Karnataka,KK,Mangalore(Dakshin Kannad),22,747,Belthangdi
Karnataka,KK,Mangalore(Dakshin Kannad),22,744,Mangalore
Karnataka,KK,Mangalore(Dakshin Kannad),22,4155,Manglore(Moodabidri)
Karnataka,KK,Mangalore(Dakshin Kannad),22,745,Puttur
Karnataka,KK,Mangalore(Dakshin Kannad),22,746,Sulya
Karnataka,KK,Mysore,12,518,Hunsur
Karnataka,KK,Mysore,12,122,K.R.Nagar
Karnataka,KK,Mysore,12,123,Mysore (Bandipalya)
Karnataka,KK,Mysore,12,778,Nanjangud
Karnataka,KK,Mysore,12,127,Piriya Pattana
Karnataka,KK,Mysore,12,4153,Santhesaguru(H.D.Kota)
Karnataka,KK,Mysore,12,779,Santhesargur
Karnataka,KK,Mysore,12,520,T. Narasipura
Karnataka,KK,Mysore,12,4154,T.Narasipura(Bannur)
Karnataka,KK,Raichur,14,4359,Devadurga
Karnataka,KK,Raichur,14,780,Lingasugur
Karnataka,KK,Raichur,14,4150,Lingasuguru(Maski)
Karnataka,KK,Raichur,14,4149,Lingasuguru(Mudagal)
Karnataka,KK,Raichur,14,126,Manvi
Karnataka,KK,Raichur,14,124,Raichur
Karnataka,KK,Raichur,14,125,Sindhanur
Karnataka,KK,Ramanagar,29,4159,Ramanagar
Karnataka,KK,Shimoga,23,783,Bhadravathi
Karnataka,KK,Shimoga,23,3975,Hosanagar
Karnataka,KK,Shimoga,23,782,Sagar
Karnataka,KK,Shimoga,23,4115,Sagar(Hosanagara)
Karnataka,KK,Shimoga,23,510,Shikaripura
Karnataka,KK,Shimoga,23,781,Shimoga
Karnataka,KK,Shimoga,23,4114,Shimoga(Theertahalli)
